user_id,firstname,user_city
299,Britte,Batticaloa
300,Helena,Port Hedland
301,Lanae,Yellowknife
302,Vinita,Belém
303,Roz,Hamilton
304,Jennica,Nantes
305,Nerta,Serekunda
306,Brooks,Yerevan
307,Mariann,Saint-Pierre
308,Arlina,Veracruz
309,Sue,Palma
310,Natka,The Valley
311,Moyna,Dalian
312,Misha,El Paso
313,Teddie,Dongguan
314,Gilda,Nukulaelae
315,Roberta,Innsbruck
316,Emylee,Tirana
317,Layla,Batticaloa
318,Arlina,Daegu
319,Codie,Kano
320,Odessa,Denpasar
321,Perry,Belém
322,Latisha,Johannesburg
323,Giustina,Changchun
324,Bibby,Valletta
325,Merle,Bratislava
326,Flo,Buenos Aires
327,Codie,Canberra
328,Rosanne,Palma
329,Collen,São Tomé
330,Madalyn,Recife
331,Ricky,Brussels
332,Ada,Cairns
333,Tamqrah,Cleveland
334,Ruthe,Mogadishu
335,Emelina,Sukhumi
336,Gisela,Daegu
337,Mathilda,Horta (Azores)
338,Fayre,Recife
339,Florie,Sofia
340,Dede,Maracaibo
341,Linet,Johor Bahru
342,Agnese,Greenwich
343,Marjie,Anchorage
344,Ana,Barcelona
345,Aeriela,Shigatse
346,Johna,Chongjin
347,Leia,Paramaribo
348,Belinda,Honiara
349,Thalia,Frankfurt
350,Chickie,Santiago
351,Cherrita,Hanoi
352,Frances,Serekunda
353,Allis,Mbabane
354,Lynea,Copenhagen
355,Calla,Petropavlovsk-Kamchatsky
356,Selma,Valletta
357,Kaia,Port Louis
358,Lauryn,Harare
359,Tina,Kota Bharu
360,Cristabel,Cork (city)
361,Frank,El Aaiún
362,Katleen,Ibadan
363,Trixi,Espoo
364,Kate,Taichung
365,Adriana,Accra
366,Devina,Nanning
367,Wilma,Sabha
368,Aimil,Conakry
369,Corry,Karachi
370,Lynea,Oslo
371,Nannie,Castries
372,Sidoney,Nantes
373,Leanna,Tashkent
374,Chickie,Zapopan
375,Fidelia,Malmö
376,Cherilyn,Kanpur
377,Henriette,Kansas City
378,Kerrin,Yangon
379,Hallie,Valletta
380,Ann-Marie,Kandy
381,Belinda,Beijing
382,Ingrid,Petropavlovsk-Kamchatsky
383,Doralynne,Tucson
384,Shel,Cincinnati
385,Gilligan,Thimphu
386,Carly,Makassar
387,Lelah,Dili
388,Deane,San Antonio
389,Florie,Calgary
390,Sam,Batticaloa
391,Fredericka,Pittsburgh
392,Mallory,Pago Pago
393,Lexine,Edmonton
394,Claresta,Bishkek
395,Aurelie,Panama City
396,Nanete,Tabriz
397,Adelle,Koulikoro
398,Gretal,Cologne
399,Kassey,Fukuoka
400,Chandra,Concepción
401,Berget,Chittagong
402,Shirlee,Kota Bharu
403,Jolyn,Cairns
404,Jinny,Tamale
405,Lynde,Fukuoka
406,Wendi,Tbilisi
407,Stacey,Blantyre
408,Shel,Malang
409,Ericka,Arbil
410,Cherilyn,Prague
411,Leeanne,Dalian
412,Cathyleen,Milwaukee
413,Isa,Malacca Town
414,Peri,Bilbao
415,Diena,Bulawayo
416,Mamie,Pretoria
417,Alyssa,Ouagadougou
418,Mireielle,Munich
419,Harrietta,Paris
420,Sarette,Hagåtña
421,Nita,Petropavlovsk-Kamchatsky
422,Cam,Nukulaelae
423,Sidoney,Nagoya
424,Gilligan,Bern
425,Sharai,Lima
426,Sadie,Budapest
427,Tera,Enugu
428,Hannis,Bilbao
429,Catharine,Ipoh
430,Judy,Pristina
431,Joleen,San José
432,Dennie,Bogotá
433,Jessamyn,Dodoma
434,Michaelina,South Tarawa
435,Tina,Tagbilaran
436,Valli,Sarajevo
437,Wendi,São José dos Campos
438,Thalia,Washington
439,Roberta,Maracaibo
440,Vanessa,Tabriz
441,Sabina,Luxembourg (city)
442,Myrtice,Lagos
443,Patricia,San Antonio
444,Beverley,Houston
445,Pollyanna,Tel Aviv
446,Constance,San Carlos de Bariloche
447,Vere,Chiang Mai
448,Lynnea,Kano
449,Arlena,Shillong
450,Agathe,Nantes
451,Annora,Bissau
452,Brietta,Niamey
453,Vonny,Funafuti
454,Hayley,Xining
455,Esmeralda,Accra
456,Dale,Tskhinvali
457,Dianemarie,Guatemala City
458,Mathilda,Gothenburg
459,Cissiee,Vaduz
460,Jere,Libreville
461,Flory,Geneva
462,Max,Yerevan
463,Ruthe,San Francisco
464,Lita,Kota Kinabalu
465,Heida,George Town
466,Charissa,Lusaka
467,Lenna,Cologne
468,Helsa,Weno
469,Cyb,Timbuktu
470,Dorene,Sapporo
471,Jan,Qingdao
472,Belinda,Porto Alegre
473,Rhea,Addis Ababa
474,Anica,Ipoh
475,Monika,Kuwait City
476,Deirdre,Peshawar
477,Dawn,Bandar Seri Begawan
478,Misha,Ipoh
479,Giustina,Kabul
480,Netty,Columbus
481,Hettie,Ürümqi
482,Jorry,Norilsk
483,Calla,Guangzhou
484,Marjie,Kinshasa
485,Edee,Port of Spain
486,Katleen,Skopje
487,Kassey,Kigali
488,Elora,Belize City
489,Phedra,Odessa
490,Christal,Athens
491,Annaliese,Harbin
492,Darlleen,Jamestown
493,Chere,Oklahoma City
494,Consuela,Porto Alegre
495,Konstance,Nukus
496,Gerianna,Omsk
497,Gavrielle,Oranjestad
498,Tressa,Koror
499,Donnie,Pattaya
500,Teriann,Tbilisi
501,Wynne,Saint John
502,Adelle,Kyoto
503,Leona,Darwin
504,Romona,Bissau
505,Deane,Siem Reap
506,Kaja,Horta (Azores)
507,Belva,Auckland
508,Donnie,Odessa
509,Modestia,Calgary
510,Karena,Gothenburg
511,Paulita,Malabo
512,Eugine,Multan
513,Caryl,Charlotte Amalie
514,Rhoda,Adana
515,Dotty,Naypyidaw
516,Fanchon,Macapá
517,Angelique,Brikama
518,Mellicent,Islamabad
519,Jolyn,Pristina
520,Sharlene,Cockburn Town
521,Briney,Jeddah
522,Carly,Iloilo City
523,Tabbatha,Valparaíso
524,Paulita,Buffalo
525,Lisette,Dalian
526,Margette,Tskhinvali
527,Deedee,Cebu City
528,Cherilyn,Cologne
529,Florencia,Kuching
530,Jennica,Majuro
531,Maye,Regina
532,Kaja,Lhasa
533,Bernardine,Rio Branco
534,Janey,Punta Arenas
535,Gilligan,Macapá
536,Fawne,Nashville
537,Rosaline,Guatemala City
538,Althea,Liverpool
539,Sallie,Quebec City
540,Gavrielle,Nuuk
541,Janis,Lagos
542,Amii,Lyon
543,Philis,Philadelphia
544,Ginnie,Saint Petersburg
545,Rosanne,Balikpapan
546,Nessie,Maseru
547,Jeanna,Port Blair
548,Bertine,Asunción
549,Libbie,Ulan Bator
550,Julieta,Riverside
551,Margette,Perth
552,Jolyn,Townsville
553,Misha,Ciudad del Este
554,Lisette,Honiara
555,Donetta,Pekanbaru
556,Dyann,Rome
557,Anica,San Francisco
558,Pamella,Timbuktu
559,Cacilie,Seville
560,Pierette,São José dos Campos
561,Jenda,Istanbul
562,Joelly,Shillong
563,Emma,Lhasa
564,Minne,Stepanakert
565,Alia,Durban
566,Betta,Porto Velho
567,Verla,Tampa
568,Wileen,Kabul
569,Marita,Jaipur
570,Rhea,Bangkok
571,Lesly,Bissau
572,Riannon,Kathmandu
573,Claudina,Naypyidaw
574,Gisela,Busan
575,Giustina,Aberdeen
576,Fanny,Lubumbashi
577,Andeee,Durban
578,Kenna,Sabha
579,Evaleen,La Serena
580,Bernardine,Oranjestad
581,Almeta,Kingston
582,Paule,Manila
583,Zondra,Dunedin
584,Kamilah,Detroit
585,Beth,Caracas
586,Leona,Lobamba
587,Aurelie,Cartagena
588,Leeanne,Lucknow
589,Lacie,Monterrey
590,Andeee,Beirut
591,Shandie,Nukus
592,Aubrie,Seoul
593,Viviene,Rawalpindi
594,Paule,Pyongyang
595,Lorie,Podgorica
596,Darci,Barcelona
597,Frieda,Funafuti
598,Zondra,Bridgetown
599,Cathie,Tampere
600,Layla,Pristina
601,Devina,Shijiazhuang
602,Paule,Perm
603,Gavrielle,Barranquilla
604,Jillayne,Jinan
605,Ronna,Nizhny Novgorod
606,Di,Edmonton
607,Marline,Arequipa
608,Marjie,Maputo
609,Raquela,Hanoi
610,Susette,Cotonou
611,Jenilee,Durban
612,Aimil,Djibouti (city)
613,Cacilie,Belgrade
614,Basia,Jeddah
615,Fanny,Philadelphia
616,Marcelline,Nakhon Ratchasima
617,Imojean,Saipan
618,Stevana,Brasília
619,Sharlene,Managua
620,Dawn,Guayaquil
621,Merry,Melbourne
622,Emmey,Jinan
623,Kenna,Linz
624,Kirstin,Murmansk
625,Pamella,Zamboanga City
626,Lilith,Tabriz
627,Nanete,Handan
628,Linet,Maseru
629,Violet,El Aaiún
630,Rosaline,Port Louis
631,Cyb,Campinas
632,Malina,Namangan
633,Allis,Greenwich
634,Ginnie,Muscat
635,Christal,Multan
636,Letizia,Porto Alegre
637,Madalyn,Harbin
638,Tarra,Rawalpindi
639,Dominga,Dammam
640,Benita,Atlanta
641,Marti,Dallas
642,Laure,Ho Chi Minh City
643,Jerry,Iquitos
644,Norine,Yekaterinburg
645,Marita,Kano
646,Renie,Philadelphia
647,Valera,Salt Lake City
648,Lonnie,Zhengzhou
649,Dagmar,Stanley
650,Selia,Arbil
651,Tina,Berlin
652,Gabi,Fort-de-France
653,Cyndie,Turin
654,Dacia,Mogadishu
655,Frank,Belém
656,Briney,San Juan
657,Johna,Faisalabad
658,Carly,George Town
659,Eve,Guadalajara
660,Livvyy,Apia
661,Sashenka,Lomé
662,Queenie,Changchun
663,Beth,Basra
664,Goldie,Guatemala City
665,Neila,Salzburg
666,Elsie,Greenwich
667,Madelle,Stuttgart
668,Nessie,Durango
669,Dulce,Zanzibar City
670,Jolyn,Port Elizabeth
671,Ebonee,Wichita
672,Bee,The Hague
673,Aili,Bucharest
674,Candy,Lomé
675,Ingrid,Phnom Penh
676,Blondelle,Mwanza
677,Cacilie,Zapopan
678,Claudina,Beirut
679,Gui,Rockhampton
680,Brena,Stepanakert
681,Robbi,Luanda
682,Arabel,Ushuaia
683,Estell,Tampa
684,Lory,São Paulo
685,Rhea,Dalian
686,Alexine,Barranquilla
687,Natka,Andorra la Vella
688,Lila,Toulouse
689,Genevra,Bilbao
690,Bee,San Diego
691,Violet,Nassau
692,Nickie,Lilongwe
693,Meghann,Newcastle
694,Fidelia,La Serena
695,Dagmar,Juneau
696,Flory,Nizhny Novgorod
697,Charlena,Guwahati
698,Kristan,Luxor
699,Hollie,Virginia Beach
700,Mariele,Thimphu
701,Debee,Petropavlovsk-Kamchatsky
702,Constance,Bogor
703,Barbara,Gold Coast
704,Justinn,Shijiazhuang
705,Robinia,San Salvador
706,Reeba,Freetown
707,Mireielle,São José dos Campos
708,Netty,Ljubljana
709,Cyb,Thiès
710,Patricia,Thimphu
711,Ursulina,Medan
712,Camile,Shanghai
713,Micheline,Houston
714,Romona,Ouagadougou
715,Maud,Yangon
716,Tressa,Novosibirsk
717,Camile,Invercargill
718,Asia,Tirana
719,Kaia,Funafuti
720,Catrina,Chongjin
721,Dania,Bogor
722,Gianina,N'Djamena
723,Nyssa,Siem Reap
724,Raina,Dammam
725,Genevra,Buffalo
726,Dode,Dalian
727,Jean,Novosibirsk
728,Kara-Lynn,Tirana
729,Ezmeralda,Calgary
730,Marline,Valparaíso
731,Winny,Houston
732,Alleen,Sitka
733,Gretal,Thiès
734,Katuscha,City of San Marino
735,Katleen,Nouakchott
736,Gabriellia,Concepción
737,Susan,Tijuana
738,Anallese,Valparaíso
739,Tonia,Lomé
740,Sara-Ann,Arbil
741,Sonni,Monterrey
742,Dione,George Town
743,Catharine,Labasa
744,Asia,Winnipeg
745,Concettina,Iloilo City
746,Eugine,Prague
747,Augustine,Udon Thani
748,Margette,Malang
749,Heddie,Lobamba
750,Sabina,Port Said
751,Kalina,Amman
752,Jacenta,Puebla
753,Tina,Malé
754,Alameda,Port Vila
755,Jan,Nukulaelae
756,Lesly,Kingston
757,Layla,Liverpool
758,Pollyanna,Hong Kong
759,Dawn,Marseille
760,Ayn,Sofia
761,Hyacinthe,Skopje
762,Kerrin,Linz
763,Alia,Phnom Penh
764,Nerta,Sydney
765,Olwen,Tabriz
766,Jenda,Philadelphia
767,Ginnie,Nakhon Ratchasima
768,Adelle,Dededo
769,Michaelina,Blantyre
770,Lenna,Thessaloniki
771,Malina,Abidjan
772,Basia,Rio Branco
773,Alleen,St. Louis
774,Eugine,Samara
775,Nickie,Dublin
776,Kittie,Dar es Salaam
777,Konstance,Riverside
778,Cacilie,London
779,Ana,Novosibirsk
780,Annice,Tegucigalpa
781,Nita,Fredericton
782,Misha,Guatemala City
783,Paulita,Nicosia
784,Hettie,Magadan
785,Christal,Veracruz
786,Constance,Kota Bharu
787,Arabel,Fukuoka
788,Jany,New Delhi
789,Yvonne,Blantyre
790,Annaliese,Charlotte
791,Jobi,Shenyang
792,Joceline,Winnipeg
793,Lila,Vilnius
794,Daphne,Surat
795,Lynnea,Tbilisi
796,Almeta,Tehran
797,Evaleen,Macapá
798,Tamqrah,Kabul
799,Cassondra,Beirut
800,Ingrid,Kolkata
801,Alexine,Mumbai
802,Dode,Baku
803,Caryl,Sitka
804,Helena,Fairbanks
805,Lynnea,Batticaloa
806,Ileana,Pristina
807,Viki,Whitehorse
808,Kathi,Malang
809,Emelina,Kuching
810,Cathie,Andorra la Vella
811,Gertrud,Nakhon Ratchasima
812,Daphne,Lyon
813,Sidoney,Chiang Mai
814,Priscilla,Seattle
815,Ulrike,Hong Kong
816,Louella,Seoul
817,Lynnea,Ushuaia
818,Rubie,Córdoba
819,Verla,Port Vila
820,Madelle,Porto Alegre
821,Carilyn,City of Halifax
822,Norine,Kuwait City
823,Blondelle,Multan
824,Roxane,Townsville
825,Cassondra,Vitória
826,Kimberley,São Paulo
827,Gabi,Malabo
828,Annabela,Chongqing
829,Nadine,Angra do Heroísmo
830,Heida,Kawasaki
831,Ruthe,Cannes
832,Violet,Tripoli
833,Aaren,Detroit
834,Gerianna,Huế
835,Halette,Sitka
836,Mara,Recife
837,Petronia,Lusaka
838,Thalia,Cartagena
839,Florie,Patna
840,Emylee,Islamabad
841,Emma,Majuro
842,Cassondra,Addis Ababa
843,Kimmy,Vienna
844,Michaelina,Bridgetown
845,Fanny,Yaoundé
846,Phedra,Bratsk
847,Perry,Cork (city)
848,Nananne,Mexico City
849,Marcelline,Francistown
850,Kalina,Bangalore
851,Mara,Yekaterinburg
852,Jasmina,Johannesburg
853,Marline,Monterrey
854,Mahalia,Colombo
855,Nannie,Yogyakarta (city)
856,Brandise,Quezon City
857,Corly,Nassau
858,Madalyn,Vienna
859,Siana,Lanzhou
860,Heddie,Kota Kinabalu
861,Deirdre,Recife
862,Sadie,Mata-Utu
863,Theodora,Zhengzhou
864,Trixi,Hargeisa
865,Steffane,Saipan
866,Oona,Bridgetown
867,Christal,Patna
868,Beverley,Cairns
869,Corene,Papeete
870,Laure,City of San Marino
871,Maurene,Podgorica
872,Renie,Warsaw
873,Myriam,Fukuoka
874,Elmira,Bergen
875,Michaelina,Timbuktu
876,Michaelina,Riga
877,Babita,São Paulo
878,Emma,Abu Dhabi
879,Tera,Djibouti (city)
880,Katleen,Daegu
881,Benita,Harare
882,Penelopa,Port Vila
883,Kirstin,Guatemala City
884,Averyl,Oklahoma City
885,Teddie,Tamale
886,Starla,Baku
887,Rosanne,Seoul
888,Gavrielle,Mbabane
889,Ursulina,Nukuʻalofa
890,Bill,Rome
891,Beth,Rockhampton
892,Katleen,Pago Pago
893,Ericka,Toronto
894,Chrystel,Lanzhou
895,Fayre,Rotterdam
896,Madeleine,Davao City
897,Sharlene,Bridgetown
898,Ursulina,Naypyidaw
899,Gloria,Port Louis
900,Verla,Leeds
901,Dawn,Tartu
902,Teriann,Samara
903,Shirlee,Riga
904,Lynea,Warsaw
905,Viviene,Brikama
906,Adore,Lviv
907,Tatiania,Rio Branco
908,Josephine,Kaesong
909,Wendi,Manchester
910,Shaine,Houston
911,Jany,Bucharest
912,Jillayne,Maracaibo
913,Kirbee,Bissau
914,Marika,Tagbilaran
915,Tomasina,Tijuana
916,Alexine,Livingstone
917,Veda,Nashville
918,Danika,Vaduz
919,Lelah,Dar es Salaam
920,Basia,Hanga Roa
921,Aigneis,New Delhi
922,Sharai,Saskatoon
923,Jerry,Timbuktu
924,Kate,Huế
925,Briney,Nuuk
926,Joceline,Tel Aviv
927,Carmencita,Kandy
928,Etta,Ushuaia
929,Sheelagh,Malacca Town
930,Michaelina,Quito
931,Amalie,Palembang
932,Addia,Naples
933,Lulita,Banjul
934,Ingrid,Oklahoma City
935,Ellette,Avarua
936,Ira,Banda Aceh
937,Andree,Funafuti
938,Lenna,Yellowknife
939,Kristan,Valdivia
940,Margette,Magadan
941,Annice,Providence
942,Jan,Chihuahua
943,Marylou,Tabriz
944,Mady,Yerevan
945,Courtnay,Papeete
946,Fernande,Denpasar
947,Celisse,Sitka
948,Cristabel,Kathmandu
949,Kylynn,Jersey City
950,Lorne,Ljubljana
951,Kimberley,Murmansk
952,Jinny,Douglas
953,Barbara,Petropavlovsk-Kamchatsky
954,Pierette,Port Elizabeth
955,Sharai,Pontianak
956,Bill,Denver
957,Zaria,Jacksonville
958,Annaliese,Praia
959,Lesly,Rosario
960,Ezmeralda,Madrid
961,Valeda,Montreal
962,Desirae,Blantyre
963,Rubie,Odessa
964,Keelia,Curitiba
965,Regina,Vancouver
966,Janey,Rochester
967,Briney,Pittsburgh
968,Addia,Winnipeg
969,Blake,Fukuoka
970,Valera,Cotonou
971,Ivett,Hargeisa
972,Orelia,Dar es Salaam
973,Kassey,Hamburg
974,Dale,Chengdu
975,Sherrie,Patna
976,Rori,Helsinki
977,Evita,Milan
978,Lorenza,Arbil
979,Catrina,Mbabane
980,Kayla,Koulikoro
981,Katleen,Banjul
982,Florie,Kingstown
983,Evaleen,Murmansk
984,Elie,Saint Petersburg
985,Benita,Djibouti (city)
986,Annecorinne,Daegu
987,Ardeen,Xining
988,Goldie,Puerto Williams
989,Ardys,Zagreb
990,Camile,Buenos Aires
991,Brianna,Timbuktu
992,Claresta,Lima
993,Rani,Tampa
994,Thalia,Yaren District
995,Harrietta,Hamilton
996,Molli,Guadalajara
997,Chere,Nassau
998,Mignon,Malang
999,Jinny,Tórshavn
1000,Ricky,Luxor
1001,Lynde,Bogor
1002,Clarice,Austin
1003,Stephanie,Port Vila
1004,Di,South Tarawa
1005,Kelly,Bratislava
1006,Melanie,Manchester
1007,Lindie,Surat Thani
1008,Miquela,Almaty
1009,Krystle,Arbil
1010,Inga,Chiang Mai
1011,Tracey,Asunción
1012,Gaylene,Tallinn
1013,Daune,Kota Kinabalu
1014,Gretal,Mérida
1015,Candi,Luanda
1016,Libbie,Addis Ababa
1017,Dale,Anadyr (town)
1018,Cherrita,Udon Thani
1019,Sissy,Nouakchott
1020,Marjie,Cardiff
1021,Gale,Simferopol
1022,June,Hong Kong
1023,Bettine,Manaus
1024,Caressa,Naples
1025,Harrietta,Shijiazhuang
1026,Emylee,Sukhumi
1027,Fred,Bandar Seri Begawan
1028,Bettine,Darwin
1029,Gisela,Nagpur
1030,Nelle,Chongqing
1031,Aurelie,Malmö
1032,Fred,Iquique
1033,Margarette,Gaborone
1034,Steffane,Manchester
1035,Lacie,Papeete
1036,Addia,Copenhagen
1037,Alyda,Ljubljana
1038,Kristina,Belgrade
1039,Cyndie,Lviv
1040,Pollyanna,Khartoum
1041,Rani,Shijiazhuang
1042,Millie,Guangzhou
1043,Melodie,Tagbilaran
1044,Marjie,Makati City
1045,Emma,Palembang
1046,Deloria,Luanda
1047,Lilith,Kota Bharu
1048,Zaria,Changchun
1049,Ellette,New Orleans
1050,Patricia,Chittagong
1051,Minda,Tunis
1052,Lacie,Chongqing
1053,Siana,Jerusalem
1054,Mellicent,Port Blair
1055,Tatiania,Tijuana
1056,Gratia,Padang
1057,Demetris,Saipan
1058,Aili,Yakutsk
1059,Madeleine,Nukulaelae
1060,Karolina,Dar es Salaam
1061,Mellicent,Yokohama
1062,Talya,Alofi
1063,Orelia,Baghdad
1064,Randa,Quetzaltenango
1065,Tracey,Pattaya
1066,Blake,Wonsan
1067,Atlanta,Hargeisa
1068,Hannis,Regina
1069,Hyacinthe,Dushanbe
1070,Dominga,Mata-Utu
1071,Xylina,Stepanakert
1072,Candy,Addis Ababa
1073,Jordan,Douglas
1074,Jean,Casablanca
1075,Averyl,Freetown
1076,Jaclyn,Prague
1077,Lulita,Bratislava
1078,Halette,Dalian
1079,Kathy,Kawasaki
1080,Angela,Lusaka
1081,Phedra,Arequipa
1082,Hayley,Zapopan
1083,Camile,Adelaide
1084,Fernande,Andorra la Vella
1085,Agnese,Caracas
1086,Janeczka,Nouakchott
1087,Dorothy,Fort-de-France
1088,Eve,New York City
1089,Dale,Shenzhen
1090,Chastity,Amsterdam
1091,Mariann,Nakhon Ratchasima
1092,Steffane,Kaliningrad
1093,Carilyn,Gaziantep
1094,Nelle,New Orleans
1095,Konstance,Anadyr (town)
1096,Dianemarie,Nashville
1097,Mireielle,Caracas
1098,Tori,Cayenne
1099,Diena,Astana
1100,Karlee,Omdurman
1101,Sam,Livingstone
1102,Catrina,Marseille
1103,Fredericka,Forked River
1104,Lucille,Tegucigalpa
1105,Bernardine,Munich
1106,Genovera,Porto Velho
1107,Dorthy,Las Vegas
1108,Celestyna,Tehran
1109,Eolanda,Gangtok
1110,Evaleen,Lomé
1111,Shandie,Dushanbe
1112,Sindee,Udon Thani
1113,Andree,Cartagena
1114,Genovera,Shenzhen
1115,Konstance,Makati City
1116,Lisette,Bissau
1117,Joane,Nantes
1118,Rosabelle,Quetzaltenango
1119,Zsa Zsa,Ushuaia
1120,Quintina,Pelotas
1121,Micheline,Kingstown
1122,Adriana,Graz
1123,Rosene,Los Angeles
1124,Kelly,Nouakchott
1125,Nerta,Funafuti
1126,Bernie,Riverside
1127,Dorice,Kunming
1128,Rori,Palembang
1129,Sara-Ann,Louisville
1130,Bibby,Rio Branco
1131,Anallese,Thiès
1132,Leeanne,Lhasa
1133,Claresta,Yogyakarta (city)
1134,Marcy,Yekaterinburg
1135,Karina,Columbus
1136,Kial,Huế
1137,Di,Boa Vista
1138,Melodie,Jaipur
1139,Andree,Ho Chi Minh City
1140,Jean,Arbil
1141,Dyann,Nashville
1142,Verla,Denpasar
1143,Suzette,São Paulo
1144,Carmela,Cartagena
1145,Camile,Brisbane
1146,Deirdre,Moroni
1147,Gianina,Davao City
1148,Orelia,Gaborone
1149,Frances,Hangzhou
1150,Angela,Marrakech
1151,Claresta,Magadan
1152,Sophia,Mata-Utu
1153,Katuscha,Rawalpindi
1154,Paulita,Arequipa
1155,Dede,Brasília
1156,Kary,Valletta
1157,Rori,Rawalpindi
1158,Kara-Lynn,Ushuaia
1159,Beatriz,Philadelphia
1160,Ruthe,Namangan
1161,Bobinette,Rockhampton
1162,Sabina,Houston
1163,Carree,Riyadh
1164,Kayla,Córdoba
1165,Dianemarie,N'Djamena
1166,Rhoda,Cologne
1167,Myrtice,Lviv
1168,Goldie,Bamako
1169,Vonny,Padang
1170,Shel,Monrovia
1171,Louella,San Antonio
1172,Selma,Peshawar
1173,Madeleine,Bamako
1174,June,Kingston
1175,Hannis,Ottawa
1176,Jeanna,Managua
1177,Aeriela,San Fernando
1178,Chickie,Quito
1179,Marcy,Zagreb
1180,Sonni,Basse-Terre
1181,Maud,Maseru
1182,Linet,Charlotte Amalie
1183,Cassondra,Jacksonville
1184,Helena,Bujumbura
1185,Augustine,Chuí
1186,Phedra,Ibiza
1187,Cordi,Gibraltar
1188,Leanna,Zagreb
1189,Helsa,Lahore
1190,Daphne,Bamako
1191,Regina,Zamboanga City
1192,Max,Brikama
1193,Chloris,Tucson
1194,Gaylene,Gold Coast
1195,Alex,Riverside
1196,Robbi,Iquitos
1197,Millie,Hiroshima
1198,Nickie,Maracaibo
1199,Kirstin,Nakhon Ratchasima
1200,Laure,Regina
1201,Delilah,Wellington
